"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0029525",35.1481400986815,-0.870494726393231,0.18562648688907,-4.68949631586486,2.73878364947227e-06,9.69655104882605e-06
"FBgn0029523",0.483324442058879,-1.22526896958425,1.30479802418976,-0.93904876223667,0.347705709174344,0.443202707868949
"FBgn0010019",3291.00954254003,-5.84620157105472,0.164470792120674,-35.5455305812919,9.74060202901755e-277,5.71091496961299e-273
"FBgn0011822",2.41624485084385,-0.435340958161549,0.803252289223934,-0.541972881997206,0.587837187347438,0.669221248430685
"FBgn0052816",18.2680924705968,0.638075793589773,0.350330368931677,1.82135449899924,0.0685529870195195,0.111383168323526
"FBgn0040370",10.8397643612886,0.761178143800223,0.374347412816465,2.03334687976971,0.0420174900266372,0.0724874338755844
"FBgn0040373",25.0195929028721,0.819162292887719,0.308003233288605,2.65958991449985,0.00782358443486337,0.0159463499188611
"FBgn0000108",138.264319061746,3.71287065755566,0.170459677662643,21.7815187055781,3.47365108709211e-105,4.84905150562405e-103
"FBgn0025640",6.71125976778014,-1.67316410592068,0.456017381435392,-3.66907967554684,0.000243425210871959,0.000654379647566389
"FBgn0025635",32.1479509803371,-0.902601414432736,0.2609506898087,-3.45889644934229,0.000542393388894904,0.00137248702593475
"FBgn0001341",39.6686877170835,-0.397540688330152,0.201459157014152,-1.97330662066766,0.0484606390795327,0.0823072789464949
"FBgn0003575",37.9927012807227,0.44309727894161,0.170417625752595,2.60006719953298,0.00932055066852946,0.0187177217227567
"FBgn0025634",10.3483184730545,-0.726404782680154,0.342638378331401,-2.12003333140216,0.0340032344836396,0.0599131371232395
"FBgn0025638",80.0385423539322,0.957862926297486,0.153184968121977,6.25298250892846,4.02687253621366e-10,2.08934103361245e-09
"FBgn0040383",16.4291941034211,-0.261838108749007,0.328615118984324,-0.796792641672391,0.425571469323128,0.521702113794373
"FBgn0040382",52.8919222120648,-0.283227015569031,0.155577814826038,-1.82048459727839,0.0686852397822456,0.111582588208176
"FBgn0027343",14.047853122315,1.09301708666435,0.290929815359255,3.75697858713669,0.00017197720580147,0.000474049063288209
"FBgn0025621",14.6302520859132,-1.82330743140188,0.353928229409071,-5.15163041514412,2.58231553591909e-07,1.0233265283605e-06
"FBgn0029535",0.152558961901277,1.24071942266296,3.02618800583873,0.409994164364249,0.681810228358131,NA
"FBgn0026874",0.463883722402044,-0.395262725302662,1.59435620849744,-0.24791368653757,0.804201190094509,NA
"FBgn0025616",0.399439639783655,-0.847587965518959,2.28891512250915,-0.370301177699336,0.711158096413861,NA
"FBgn0015799",58.034300465722,-0.965080252581491,0.180273272360148,-5.35342949038759,8.63026739061802e-08,3.57339390615773e-07
"FBgn0025620",7.00252984950318,-2.85306152571396,0.535038566373816,-5.33244088374857,9.69013204877743e-08,3.98829373127287e-07
"FBgn0015288",121.18640509995,-0.723943256764747,0.179605086086222,-4.03075031192162,5.559908274413e-05,0.000164801527870998
"FBgn0029532",2.04469163284028,-0.289999273554254,0.97722752353553,-0.296757169205653,0.766651907175782,0.82045817865686
"FBgn0029531",66.1832615663556,9.14966456640502,0.670249794066252,13.6511262627864,1.98782366323277e-42,5.51045396573699e-41
"FBgn0025639",181.356555450295,-0.770760203019094,0.110628755383246,-6.96708735761319,3.2356977158493e-12,1.97100215148306e-11
"FBgn0002579",812.858909491404,0.321740115806409,0.167459791389579,1.92129772249573,0.0546941841160335,0.0912815261805592
"FBgn0026879",71.2437928162432,1.19312402595645,0.21326976252406,5.59443594739244,2.21340163203434e-08,9.7756487899189e-08
"FBgn0029529",8.60199057417925,0.727503853781725,0.390105363110776,1.8648906746128,0.0621967298408643,0.102159805871127
"FBgn0025633",88.5914051569815,-1.42631693287958,0.148821914019613,-9.5840517995999,9.33107739007902e-22,1.059208262111e-20
"FBgn0040892",0.476812459862192,-1.66310273728768,1.95315963162196,-0.851493503327526,0.394495270676772,0.491014918156866
"FBgn0040341",1.12733774724264,1.89032997316038,1.01714570483286,1.85846527609435,0.0631029700308656,0.103503346843185
"FBgn0029539",0.130121671146803,-0.492722001285301,3.02169438864242,-0.163061493954281,0.870470017331613,NA
"FBgn0040339",7.70756054361725,-0.277228852262622,0.43032907858284,-0.644225236127645,0.519429388609485,0.609265680787719
"FBgn0052815",8.71407769033636,1.7148044048038,0.412899519712319,4.15307919466353,3.2803114954929e-05,0.000100878396528061
"FBgn0040340",77.8613844817437,1.76510727276577,0.187278726330938,9.42502817776895,4.29990099791966e-21,4.72103362374587e-20
"FBgn0040347",6.93322667915803,-4.59637222159472,0.688871350612079,-6.67232309416081,2.517854775373e-11,1.4395107311567e-10
"FBgn0042146",0.199776405189991,0.315075256714469,3.02338372669385,0.104212791096488,0.917000483417225,NA
"FBgn0029552",0,NA,NA,NA,NA,NA
"FBgn0040337",8.08348182799566,-0.966786577778906,0.426947797098599,-2.26441402051698,0.0235486624422092,0.0431459580341299
"FBgn0040398",98.2047305838659,1.5614683439429,0.181940492271172,8.58230251249191,9.29926956144722e-18,8.44641633443301e-17
"FBgn0040365",0.34893631689326,1.10676003719229,2.00298912664727,0.552554191367406,0.580568716966594,NA
"FBgn0040397",78.483630073836,0.243552361945651,0.127811195959367,1.90556359415555,0.0567068492643025,0.0942515257935097
"FBgn0026143",27.8571809210979,-3.22035520815381,0.280868869471927,-11.4656893596237,1.96191079828968e-30,3.46988929422998e-29
"FBgn0040351",7.76214616844566,1.84538324481478,0.523148844859405,3.52745354013105,0.000419577387933367,0.00107988684172666
"FBgn0040338",0.468519916179683,-0.0474003571210666,1.81620091488079,-0.0260986307917248,0.979178669161794,0.985735669178503
"FBgn0040350",4.14998778057385,-3.2268910478435,0.762945599363003,-4.22951656125638,2.34194038372085e-05,7.3801647244049e-05
"FBgn0040349",20.5285622304333,1.55021443608257,0.323884235828126,4.78632259492003,1.69864949505039e-06,6.13250122504952e-06
"FBgn0040348",1.58968755041645,1.37517674672265,1.03575060372671,1.32771030185708,0.184273828946963,0.260902549895205
"FBgn0040346",15.4203690830786,-0.978285674227503,0.298259697144782,-3.27997943936965,0.00103814652082484,0.00250531099057256
"FBgn0040342",0.475582269021959,-1.70996989188101,1.90188009264319,-0.899094479455083,0.368602338365064,0.464706055227259
"FBgn0040345",0.205528370646808,1.24071942266296,3.02618800583873,0.409994164364249,0.681810228358131,NA
"FBgn0040343",1.34296761578884,0.515860308203417,1.12637061108931,0.45798452403204,0.646963559858662,0.722160371528098
"FBgn0052814",3.53961402214277,-0.298357198401654,0.578976181701534,-0.515318605205523,0.60633039988301,0.685747518231884
"FBgn0040364",6.59440835063118,-2.95078893877045,0.59676779590792,-4.94461825689024,7.62932175797219e-07,2.87657321331131e-06
"FBgn0040362",0.145541721808675,-0.820931243037072,3.01967253540137,-0.271861015859442,0.785728887446286,NA
"FBgn0040361",0.890276735329703,-2.31497998916943,1.38598527383989,-1.67027747903537,0.094864476836184,0.147608924546323
"FBgn0040360",3.52212151395537,4.08447687115061,0.827791638520998,4.93418474055654,8.04862323957551e-07,3.025910744061e-06
"FBgn0040359",7.73285539270691,3.011924897835,0.622643969435162,4.83731481502552,1.31604900079375e-06,4.81347179766296e-06
"FBgn0040358",1.73410244168643,-1.09794782387003,0.899044212761821,-1.22123896498614,0.221995555129827,0.305387128044621
"FBgn0029568",60.5431095483012,-6.42608195234848,0.441337894713639,-14.560458164414,5.01207582032325e-48,1.71345775711692e-46
"FBgn0040357",0.324508155122457,-1.19628052760268,2.00736589197799,-0.595945428974038,0.551211683226677,NA
"FBgn0040367",7.5733394298985,0.942492960986629,0.45148982215335,2.0875176244095,0.0368413696002449,0.0643913996023955
"FBgn0025642",0.182467920129507,0.315075256714468,3.02338372669385,0.104212791096488,0.917000483417225,NA
"FBgn0004650",62.8189618033767,-6.60553676725125,0.431376584988583,-15.3126919659445,6.29055114284798e-53,2.61570931563956e-51
"FBgn0024362",49.7790956143729,-0.0831108124086348,0.182401133325499,-0.455648552689208,0.648642723085122,0.723483741167711
"FBgn0024361",17.2303330670125,1.72815887281637,0.259619516653666,6.65650600960691,2.80413672988392e-11,1.59928537425189e-10
"FBgn0024364",24.3270139558234,-1.6465748919059,0.255851058881229,-6.43567745666542,1.22923819351113e-10,6.6948662596895e-10
"FBgn0029573",2.115857987155,2.98841300927649,1.07931599070711,2.76880268151928,0.00562626980110292,0.0118211144396583
"FBgn0024987",136.659675840559,0.167354255713596,0.149512323863777,1.11933418857214,0.262997595625621,0.352208233065622
"FBgn0023169",27.6596398960755,-0.717018598495204,0.242172058039632,-2.96078170330395,0.00306859351653063,0.00679424614328516
"FBgn0052813",43.3526590554181,2.30437042156775,0.20214918340776,11.3993555784964,4.21225437653835e-30,7.3392117116328e-29
"FBgn0024985",57.0668895269769,-0.741777796896046,0.180746122305591,-4.10397627032854,4.06109136942253e-05,0.000123145480728856
"FBgn0027794",12.9839376519811,-0.834452643942565,0.318870682891898,-2.61689985537321,0.00887323698991222,0.0179114437844226
"FBgn0027795",2.4561357309719,0.704824157732018,0.775782681955598,0.908532987556893,0.363596693429132,0.459482145398212
"FBgn0024986",15.3123725829071,-0.0224761862998058,0.314200255081674,-0.0715345896010278,0.942972296540183,0.958752549139876
"FBgn0000826",14.1757958968106,-4.84231027622974,0.555725358886658,-8.71349525227865,2.94646028360726e-18,2.77734672713655e-17
"FBgn0024365",47.7149098102493,-0.684437637249476,0.183167839020198,-3.73666928053895,0.000186473926063919,0.000511483802812984
"FBgn0024360",7.24547812259013,-0.126067245034642,0.399661002317867,-0.315435442296108,0.752431060266715,0.808770019354251
"FBgn0024366",21.1978997356669,2.35270089088534,0.406016799858311,5.7945900063898,6.84882859600901e-09,3.20340503058643e-08
"FBgn0025641",63.3222744253376,0.49565249995836,0.205338981551591,2.41382564680651,0.0157860142986691,0.0301329649464746
"FBgn0052811",0.300398950397806,1.44019071432915,2.04446446750325,0.704434211120306,0.481162407054893,NA
"FBgn0028550",66.6057798508186,0.0844828745131797,0.155091948672648,0.544727661469375,0.585940837209652,0.667536360935663
"FBgn0026876",5.13956918186651,-4.44657295936303,0.752523654142943,-5.90888131540168,3.44438737840455e-09,1.65392655197263e-08
"FBgn0040366",5.26477410956037,-1.51316944647051,0.521854728742046,-2.89959899399221,0.00373640338012553,0.00813764227996878
"FBgn0040363",0.612051428006341,-0.615344435294225,1.52742246083674,-0.402864597759767,0.687047836361274,0.756838090119177
"FBgn0040368",0.0769606516957696,0.952183056901942,3.02618800583873,0.314647687144619,0.753029167675053,NA
"FBgn0026872",7.27821769495638,-2.18487618008298,0.40537016377865,-5.38982977858236,7.05244519937493e-08,2.94714798317429e-07
"FBgn0029580",1.29376742086418,-2.64403170904352,1.14090352937997,-2.31748928893263,0.020477093454369,0.0380771325477214
"FBgn0025383",0.347851501513231,-0.716622381082048,2.02175890493987,-0.354454915139035,0.722997986028173,NA
"FBgn0025381",16.3161531297632,-0.550500780667496,0.347198500078729,-1.58555057277801,0.112841296110962,0.171596036596699
"FBgn0025394",138.344988515868,0.935550053762362,0.122588771785686,7.63161291311348,2.31834658625052e-14,1.65257945716557e-13
"FBgn0000482",19.9338621788252,-0.0906869866462791,0.253931222069117,-0.357132084457086,0.720992926217663,0.783827466422058
"FBgn0001189",36.9583346758432,0.06545031931981,0.209576511774432,0.312297970634488,0.75481408218336,0.810600780994787
"FBgn0029587",1.64436675491313,0.884807607225193,0.914790740653343,0.967224052348042,0.333432040757124,0.428239223430234
"FBgn0024897",2.99541493741356,2.55899180185517,0.762738882674871,3.3550037371649,0.00079363912341718,0.00196044077547711
"FBgn0025391",5.09551911431818,2.68305565826719,0.547400509038426,4.90144896463523,9.5132365154259e-07,3.54358994218183e-06
"FBgn0025378",0.346407124527666,-1.77094336844504,2.02427439005471,-0.874853417671889,0.38165366772982,NA
"FBgn0023130",9.19209546425882,-1.3620501239926,0.335765672287062,-4.05654966070539,4.98029770404672e-05,0.000149014980550273
"FBgn0023530",2.47623368512799,-0.565077586424346,0.672667710611262,-0.840054573023659,0.400877788803397,0.497743853399898
"FBgn0025390",123.761958976178,-4.23711932642691,0.275176520484209,-15.3978228919065,1.69273127263916e-53,7.21780614653336e-52
"FBgn0025393",0,NA,NA,NA,NA,NA
"FBgn0003517",618.071135846563,-0.383836759149807,0.0783006351419429,-4.90208998246298,9.48223814312683e-07,3.53316569641898e-06
"FBgn0044508",0,NA,NA,NA,NA,NA
"FBgn0025382",1.4780690803774,-3.51380138629145,1.06296755666763,-3.30565252368294,0.000947555164401804,0.00230375945630843
"FBgn0052808",0.748990183819551,-0.0656048957189946,1.53054767257148,-0.042863673503728,0.965810206465822,0.976124689522235
"FBgn0027791",5.62331175464042,-2.25393943507187,0.4902304578997,-4.59771399094304,4.27151815481337e-06,1.47621048875159e-05
"FBgn0027793",0.260341727625434,-1.32739298581146,2.46208500196024,-0.539133695528232,0.589794606872929,NA
"FBgn0052806",0.483102194138757,1.14318565549368,1.94207394874759,0.588641671565033,0.556101673472935,0.642068552889291
"FBgn0026873",6.50549554587203,0.622438105901209,0.411416334847985,1.51291539294665,0.130301151393531,0.194119065350686
"FBgn0023513",13.4305240321591,-1.82204339744643,0.436062259393573,-4.17840195567561,2.93564496789483e-05,9.11635934680475e-05
"FBgn0014411",40.8698062408272,-0.251328075322884,0.222853322696307,-1.12777351614982,0.259415580841635,0.34812395295823
"FBgn0023514",16.8035785504643,0.057137122907659,0.247159171630691,0.231175410285944,0.817178532385008,0.863162206498033
"FBgn0029594",15.2027960513279,0.456946523629338,0.241359308595599,1.89322104992834,0.0583284792010922,0.0966772421818048
"FBgn0023519",21.1315662988234,0.109028280976058,0.262904343264708,0.41470703611116,0.678356380932736,0.749596060701939
"FBgn0023509",23.7929536340014,-0.0547073278246576,0.192677196138212,-0.283932551029105,0.776462070498468,0.828537104255622
"FBgn0023510",67.7435345241392,0.691450090690279,0.17481972872695,3.95521773043275,7.64649811538165e-05,0.000222875557795091
"FBgn0023508",30.4032043010478,-0.828164252148306,0.213409965294044,-3.88062596330602,0.000104187967333731,0.0002973249221113
"FBgn0023522",32.4463556372748,-0.960961546439539,0.275710186621316,-3.48540457723242,0.000491393451994326,0.00125208162061831
"FBgn0023521",12.5909513964208,-1.00138666131011,0.419707591222743,-2.38591505670113,0.0170366856090645,0.0322733724478014
"FBgn0025627",12.9594726203367,4.04272817937245,0.475199687696243,8.50743021101613,1.77830705944015e-17,1.57376819464115e-16
"FBgn0025630",4.72099303045661,-0.88985273668193,0.523976696625742,-1.69826777109044,0.0894572346354857,0.140158124360927
"FBgn0025629",9.0026383427057,0.159750747831627,0.340156892568862,0.469638426624815,0.638613365843735,0.71467649626681
"FBgn0025628",19.1437301880866,-1.86592441899364,0.300436190345395,-6.21071787938893,5.27430909226296e-10,2.70900343477335e-09
"FBgn0029596",0.222971800447148,0.60946135791017,2.20972268687431,0.275808978896019,0.78269478695321,NA
"FBgn0025626",49.7579858444046,-0.876491640184314,0.228426051903791,-3.8370914038889,0.000124500141991396,0.000350850436191088
"FBgn0025625",14.7993498165537,2.37720590602313,0.395618783140432,6.00882973036015,1.86867248729753e-09,9.19129764515555e-09
"FBgn0025631",23.4045534816818,0.363509947821647,0.267198077637804,1.36045120921265,0.173687182733489,0.248433264788106
"FBgn0026878",1.77479472561728,-0.766853119543737,0.91823702300847,-0.835136354044247,0.403640939914005,0.500538669779148
"FBgn0000667",197.680173328396,0.502435298056476,0.187670382083936,2.67722211932068,0.00742354028297763,0.0152129383708836
"FBgn0003964",34.9522104763896,-1.26887687494069,0.228854326841942,-5.54447404359997,2.94839065484894e-08,1.28380352093423e-07
"FBgn0023545",12.0808829232822,-1.5184073574367,0.363638496404387,-4.17559574261396,2.97207216706787e-05,9.21727538509333e-05
"FBgn0023520",4.85914851733372,-0.810379158143522,0.49028523922754,-1.65287284483681,0.0983567447813568,0.152154510462558
"FBgn0023512",19.7202909418216,-0.904403729628817,0.299001087546163,-3.02475063569522,0.0024883819876919,0.00561562109077661
"FBgn0023511",27.6408905198358,0.251363875239061,0.239989856495929,1.04739374784086,0.294918014100396,0.386910789140887
"FBgn0052801",0,NA,NA,NA,NA,NA
"FBgn0023518",68.1855202413544,-0.170931845037948,0.173946952947415,-0.98266650919503,0.325771598947825,0.420241778796722
"FBgn0026088",8.77405630271438,0.674139789337725,0.336599563621102,2.00279460283727,0.0451993394199713,0.0773281958037035
"FBgn0026089",19.185490685316,0.182904243716157,0.289730104696838,0.631291815213821,0.527849737586218,0.617285620742526
"FBgn0023517",13.8868965404914,-0.877735532915203,0.28232758641736,-3.10892585472558,0.00187768832781766,0.00432909424537747
"FBgn0023516",8.40323365577533,-1.8718033676463,0.523271433948617,-3.57711743123762,0.000347404129052721,0.000906994476112538
"FBgn0023515",91.2155426073664,-5.54638729752191,0.297097326255382,-18.6685870500036,8.91810423144557e-78,7.06578987958992e-76
"FBgn0028969",76.952446698839,0.767238349434855,0.176914339222294,4.33677876427424,1.44586022383451e-05,4.67571896985204e-05
"FBgn0026090",22.6373451896878,1.29485781534232,0.261015740431338,4.96084187567586,7.01883115367849e-07,2.6592185495326e-06
"FBgn0029590",0.326946400112134,-1.68649293247276,2.03663386211695,-0.828078607472314,0.40762598379728,NA
"FBgn0025624",7.92034158825348,-0.508449498185349,0.398095388932096,-1.27720519333138,0.201529813990066,0.281326023672323
"FBgn0040395",63.5013424167396,1.7734502033216,0.161037897968931,11.0126263798087,3.32176679194769e-28,5.3725568830867e-27
"FBgn0000382",124.118003472424,-0.763401066068321,0.132302151285898,-5.77013343054906,7.92087893145114e-09,3.67260681495437e-08
"FBgn0023507",22.0093883105528,-2.98984418705912,0.347340172196415,-8.60782721489643,7.44583732557398e-18,6.81576022479942e-17
"FBgn0004654",21.3530841842421,-2.92886458628908,0.347851096441205,-8.41988027708899,3.7686923583419e-17,3.25177973465174e-16
"FBgn0023540",31.9137597796398,-3.4515534961078,0.325440415443149,-10.6057924348697,2.80079515579729e-26,4.11555438557381e-25
"FBgn0025839",30.0514323580014,-0.778025683877108,0.303765222973927,-2.56127306562637,0.010428934991913,0.0207552090487393
"FBgn0011576",0,NA,NA,NA,NA,NA
"FBgn0015036",0.411584122739896,-1.56581161068305,1.75471464283933,-0.892345440367091,0.372207805298874,NA
"FBgn0003116",7.28605123613977,-1.35989024463043,0.362664700775969,-3.74971769163297,0.000177033757238192,0.000487185599008458
"FBgn0040899",4.53529593718944,-0.583107989867329,0.56351142703068,-1.03477580381983,0.300773625282121,0.393185231890541
"FBgn0040900",1.75442530804031,-2.82771335464066,0.93584757268668,-3.02155333536071,0.00251481332268276,0.00566872376427875
"FBgn0024984",3.30680646689488,-3.20897677196711,0.929350366380168,-3.45292463214505,0.00055454391687276,0.00140202284804872
"FBgn0023549",32.904335997467,-0.597099251140581,0.300309368988098,-1.98828046275254,0.0467806803121102,0.0797172013086715
"FBgn0029606",0.331904337250778,0.936874652320052,2.0670087719692,0.453251415777741,0.650367712880863,NA
"FBgn0003048",91.3407568480271,0.211355243389243,0.1386858518458,1.52398561624182,0.127512304349001,0.190569625388272
"FBgn0000810",42.3892405347394,-0.390576857004108,0.178200398909478,-2.19178441459333,0.0283950770079572,0.0509425754276785
"FBgn0023523",0.237764549180972,-0.321810688091767,2.48082107950091,-0.129719426665186,0.896788412177806,NA
"FBgn0023527",17.6463068765476,-1.62357726536837,0.272550949946066,-5.95696791990509,2.56960658317387e-09,1.25285683136369e-08
"FBgn0040391",0.189584272179284,0.0549062629766319,2.65513910836883,0.0206792415521924,0.983501528321182,NA
"FBgn0053218",0.237966342400698,0.318486493831419,2.46180088555372,0.129371345871372,0.897063819798644,NA
"FBgn0003079",44.3269643455283,-0.769048323371336,0.202706302107088,-3.79390436003836,0.000148296813968859,0.000413243450712653
"FBgn0003159",55.7985868735458,-2.36395167516288,0.219110979169715,-10.7888326003593,3.88695524296833e-27,5.96576402867102e-26
"FBgn0040389",9.98469438125412,0.564841753637215,0.439065676522133,1.28646301416991,0.198281518807469,0.277452158655893
"FBgn0044047",19.6444692912009,-0.49143558232002,0.254723292688983,-1.92929188819831,0.0536946362142909,0.0899408541868888
"FBgn0040392",1.69408386405427,-0.271345821019338,0.903716238460384,-0.300255555307512,0.763982231735465,0.818209020591772
"FBgn0023526",115.120506656349,0.224226010658801,0.146733492324028,1.52811745367341,0.126483378744244,0.189234723521282
"FBgn0023529",130.663588747156,0.896672320268126,0.0904156790715968,9.91722154249469,3.5037371117132e-23,4.27966889291136e-22
"FBgn0023528",232.698121329534,-0.451137550785402,0.160546360707126,-2.8100141840548,0.00495393166653453,0.0105197034990554
"FBgn0027296",17.3795623205886,-0.839868290439789,0.25913324520038,-3.24106731187788,0.00119083061508129,0.00284276868738666
"FBgn0023524",9.06684997163024,2.30667675416286,0.410377329982224,5.62086788337645,1.90000535159692e-08,8.44558860986561e-08
"FBgn0023525",1.33315249869232,-1.30700687276784,1.03137008241846,-1.26725304044407,0.205064825783417,0.285243122005678
"FBgn0000377",26.1308337164408,-0.192353098054184,0.254729746965898,-0.755126169382707,0.450173282547856,0.545661764642977
"FBgn0001330",19.0010549123637,-1.06474899911114,0.256173860643329,-4.15635301914582,3.23368041519893e-05,9.96010941650189e-05
"FBgn0004397",35.8860190548319,0.128653665095253,0.243397311347727,0.528574717538489,0.597100502637929,0.67718784686068
"FBgn0023550",5.97718019897388,-1.2342332520868,0.414441957919131,-2.97806056675283,0.00290078656480015,0.00645929040236357
"FBgn0029603",2.22736028511727,-1.26862766134926,0.849405292653466,-1.49354810044353,0.135293773191309,0.200567422094865
"FBgn0023542",26.6981422873047,-1.00017094453244,0.300020666943596,-3.33367349230135,0.000857072020972952,0.0021025160079349
"FBgn0023541",0,NA,NA,NA,NA,NA
"FBgn0005670",2.96046833068994,0.105877292280095,0.573575032117817,0.184591877873699,0.853549156983195,0.892042550337339
"FBgn0004655",128.517616695408,-0.836794361254676,0.143424298207041,-5.83439746065006,5.39852949911848e-09,2.54946262209679e-08
"FBgn0013432",14.0840573421402,0.152519636343402,0.330445096365583,0.461558177200682,0.644398192342762,0.719982201373152
"FBgn0004861",66.8363613946194,2.67060824053343,0.173074841402546,15.4303665332964,1.02287645152626e-53,4.39349790131756e-52
"FBgn0004860",67.8660000042469,1.32945332769373,0.153975412828743,8.63419232505903,5.91434209636832e-18,5.45645754697206e-17
"FBgn0040394",17.727344690636,-0.805194533227934,0.248405480034477,-3.24145237502884,0.00118922302957311,0.00283950911113303
"FBgn0040376",0.350998479224847,2.18267211603955,2.61809899130119,0.833685862639887,0.404458026728596,NA
"FBgn0040066",30.5110598624913,-0.22754752087222,0.245911368393403,-0.925323307982227,0.354797758196444,0.450171346134343
"FBgn0001404",142.194176600652,0.33795495309276,0.11997192890855,2.81695023300302,0.00484820374495972,0.0103251066315651
"FBgn0040336",5.67232367511308,-2.42889901881874,0.516863316246901,-4.69930626235133,2.61046730628531e-06,9.25342794241281e-06
"FBgn0040333",0.698288976893021,-1.88719070740322,1.65316659361683,-1.14156111954476,0.253636493060429,0.341266955550956
"FBgn0040334",11.1854113461061,1.51072897292858,0.39497134588138,3.82490777794877,0.000130821047632847,0.000367867531065411
"FBgn0029629",53.3929404112172,-0.0201589029033226,0.192846723287356,-0.104533292345778,0.916746149522099,0.939254290021506
"FBgn0011566",6.72835179510133,-1.43386839875712,0.443478770018588,-3.23322895185496,0.00122399424564697,0.00291600091923129
"FBgn0011606",15.8342752091584,-2.54731853116784,0.382509610477733,-6.65948896809777,2.74781327555527e-11,1.56792498633387e-10
"FBgn0040375",11.7981286580587,-1.33292741036971,0.338553831315636,-3.93712103386895,8.24650189873562e-05,0.000239115927953941
"FBgn0040377",5.32451105601809,0.43220484462962,0.46528760063678,0.92889826429528,0.352941812596399,0.448252314869024
"FBgn0040388",36.0684675247785,-0.213814709039685,0.163300402787431,-1.30933362925019,0.190421362903796,0.268282595116789
"FBgn0003714",24.0747876950729,0.318629086874882,0.280819613926161,1.13463971558149,0.256526305471708,0.344641092800326
"FBgn0001150",2.05027016336877,1.35911568634169,0.995078355371477,1.36583785488361,0.171989861872259,0.246486570559045
"FBgn0052797",0.244332895183125,0.604320016674969,2.87555084739018,0.210158000587415,0.83354435818966,NA
"FBgn0040385",2.88648308721506,3.24558579806219,0.868316431669446,3.73779152356031,0.000185643778289013,0.000509325911141078
"FBgn0003371",198.918964337134,0.934493838543705,0.0998835313372076,9.35583500135619,8.29419546354717e-21,9.02205343279723e-20
